-9.40694625955332 2 
-9.128897488062785 0 
-8.850848716572251 0 
-8.572799945081716 1 
-8.29475117359118 0 
-8.016702402100647 2 
-7.738653630610111 1 
-7.460604859119576 0 
-7.182556087629042 6 
-6.904507316138507 8 
-6.6264585446479725 8 
-6.348409773157437 20 
-6.070361001666902 12 
-5.792312230176368 14 
-5.514263458685832 41 
-5.2362146871952975 54 
-4.958165915704763 51 
-4.680117144214228 82 
-4.402068372723694 112 
-4.124019601233158 126 
-3.8459708297426234 181 
-3.5679220582520887 213 
-3.289873286761553 307 
-3.0118245152710186 361 
-2.733775743780484 489 
-2.4557269722899493 609 
-2.1776782007994147 712 
-1.8996294293088791 964 
-1.6215806578183445 1144 
-1.3435318863278098 1375 
-1.0654831148372743 1679 
-0.7874343433467406 2100 
-0.509385571856205 2298 
-0.2313368003656695 2831 
0.04671197112486425 3330 
0.3247607426153998 3842 
0.6028095141059335 4304 
0.8808582855964691 4995 
1.1589070570870046 5679 
1.4369558285775383 6114 
1.7150046000680739 6956 
1.9930533715586094 7488 
2.271102143049143 8319 
2.5491509145396787 8741 
2.827199686030214 9397 
3.105248457520748 10064 
3.3832972290112835 10332 
3.6613460005018172 11039 
3.9393947719923528 11345 
4.217443543482888 11355 
4.495492314973422 11436 
4.773541086463958 11894 
5.051589857954491 11662 
5.329638629445027 11807 
5.607687400935562 11498 
5.885736172426096 11293 
6.163784943916632 10715 
6.441833715407167 10311 
6.719882486897701 9702 
6.9979312583882365 9187 
7.275980029878772 8686 
7.5540288013693075 7880 
7.8320775728598395 7293 
8.110126344350375 6513 
8.38817511584091 5924 
8.666223887331446 5303 
8.944272658821982 4582 
9.222321430312514 4109 
9.50037020180305 3569 
9.778418973293585 3020 
10.05646774478412 2624 
10.334516516274656 2187 
10.612565287765188 1868 
10.890614059255723 1569 
11.168662830746259 1322 
11.446711602236794 1102 
11.72476037372733 813 
12.002809145217865 704 
12.280857916708397 507 
12.558906688198933 459 
12.836955459689468 324 
13.115004231180004 251 
13.39305300267054 204 
13.671101774161071 139 
13.949150545651607 120 
14.227199317142142 80 
14.505248088632678 62 
14.783296860123214 46 
15.061345631613749 38 
15.339394403104281 31 
15.617443174594817 17 
15.895491946085352 14 
16.17354071757589 11 
16.45158948906642 6 
16.729638260556953 5 
17.007687032047492 6 
17.285735803538024 2 
17.563784575028563 0 
17.841833346519095 1 
18.119882118009627 1 
